zbk,Gazteleraz,Gazteleraz 2,Wikidata,Euskaraz,Euskaraz 2,kale mota
6280,ELORRIAGA,Elorriaga,Q604341,ELORRIAGA,ELORRIAGA,ENTIDAD
4779,ELORRIBARRA,ELORRIBARRA,,ELORRIBARRA KALEA,ELORRIBARRA KALEA,CALLE
4703,ELORRIO,Elorrio,Q1242382,ELORRIO KALEA,ELORRIO KALEA,CALLE
4811,ELVILLAR,Elvillar,Q1368805,BILLAR KALEA,BILLAR KALEA,CALLE
1410,ELVIRA ZULUETA,Elvira Zulueta Ruiz de Gámiz,Q106858431,ELVIRA ZULUETA KALEA,ELVIRA ZULUETA KALEA,CALLE
1420,EMILIA PARDO BAZAN,Emilia Pardo Bazán,Q275929,EMILIA PARDO BAZAN KALEA,EMILIA PARDO BAZAN KALEA,CALLE
790,"EMPERADOR CARLOS I, PLAZA DEL",Carlos I de España,Q32500,KARLOS I. ENPERADOREAREN PLAZA,KARLOS I. ENPERADOREAREN PLAZA,PLAZA
1425,ENRIQUE DE EGUREN,Enrique Eguren,Q12256880,ENRIQUE EGUREN KALEA,ENRIQUE EGUREN KALEA,CALLE
4916,ENTZIA,sierra de Entzia,Q12256892,ENTZIA KALEA,ENTZIA KALEA,CALLE
4912,EREA,Irene,Q389528,EREA KALEA,EREA KALEA,CALLE
4890,ERENTXUN,Erenchun,Q2235055,ERENTXUN KALEA,ERENTXUN KALEA,CALLE
4729,ERMUA,Ermua,Q1242400,ERMUA KALEA,ERMUA KALEA,CALLE
4594,ERNESTINA DE CHAMPOURCIN,Ernestina de Champourcín,Q3754414,ERNESTINA CHAMPOURCIN KALEA,ERNESTINA CHAMPOURCIN KALEA,CALLE
1440,ERREKALEOR,Errekaleor,Q95616045,ERREKALEOR KALEA,ERREKALEOR KALEA,CALLE
4754,ERREKARTEA,Errekartea,Q95616099,ERREKARTEA KALEA,ERREKARTEA KALEA,CALLE
1430,ERREKATXIKI,calle de Errekatxiki,Q115376242,ERREKATXIKI KALEA,ERREKATXIKI KALEA,CALLE
4938,ERROTALDE,Errotatxu,Q95616512,ERROTALDE KALEA,ERROTALDE KALEA,CALLE
1445,ERROTAMENDIA,Errota,Q95616454,ERROTAMENDIA KALEA,ERROTAMENDIA KALEA,CALLE
4752,ERROTAURRA,ERROTAURRA,,ERROTAURRA KALEA,ERROTAURRA KALEA,CALLE
1478,ESCULTOR CARLOS YMBERT,Carlos Imbert,Q114874613,CARLOS YMBERT ESKULTOREAREN KALEA,CARLOS YMBERT ESKULTOREAREN KALEA,CALLE
1474,ESCULTOR ISAAC DIEZ,Isaak Díez Ibáñez,Q126362155,ISAAC DIEZ ESKULTOREAREN KALEA,ISAAC DIEZ ESKULTOREAREN KALEA,CALLE
1476,ESCULTOR JOAQUIN LUCARINI,Joaquín Lucarini,Q9012257,JOAQUIN LUCARINI ESKULTOREAREN KALEA,JOAQUIN LUCARINI ESKULTOREAREN KALEA,CALLE
1472,ESCULTOR LORENZO FERNANDEZ DE VIANA,Lorenzo Fernandez de Viana,Q12262593,LORENZO FERNANDEZ DE VIANA ESKULTOREAREN KALEA,LORENZO FERNANDEZ DE VIANA ESKULTOREAREN KALEA,CALLE
1450,ESKALMENDI,Escalmendi,Q117244953,ESKALMENDI KALEA,ESKALMENDI KALEA,CALLE
6290,ESKIBEL,Esquíbel,Q627128,ESKIBEL,ESKIBEL,ENTIDAD
4712,"ESKIBEL , PASEO DE",Esquíbel,Q627128,ESKIBEL IBILBIDEA,ESKIBEL IBILBIDEA,PASEO
1460,ESKORIATZA,Escoriaza,Q1633894,ESKORIATZA KALEA,ESKORIATZA KALEA,CALLE
1480,"ESPAÑA, PLAZA DE (PLAZA NUEVA)",España,Q29,ESPAINIA PLAZA (PLAZA BERRIA),ESPAINIA PLAZA (PLAZA BERRIA),PLAZA
4975,ESPACIO MARTIN TTIPIA,Martin Txipia,Q93710036,MARTIN TTIPIA LEKUA,MARTIN TTIPIA LEKUA,OTRAS VIAS
1495,ESPOZ Y MINA,Francisco Espoz y Mina,Q2745347,ESPOZ Y MINA KALEA,ESPOZ Y MINA KALEA,CALLE
6300,ESTARRONA,Estarrona,Q621576,ESTARROA,ESTARROA,ENTIDAD
2480,ESTATUTO DE GERNIKA,Estatuto de Autonomía del País Vasco de 1979,Q3110999,GERNIKAKO ESTATUTUAREN KALEA,GERNIKAKO ESTATUTUAREN KALEA,CALLE
4746,"ESTE , PARQUE DEL",este,Q684,EKIALDEKO PARKEA,EKIALDEKO PARKEA,PARQUE
4530,ESTELLA,Estella,Q646620,LIZARRA KALEA,LIZARRA KALEA,CALLE
4902,ESTIBALIZ,Santuario de Nuestra Señora de Estíbaliz,Q1139113,ESTIBALIZ,ESTIBALIZ,CALLE
4691,ESTOCOLMO,Estocolmo,Q1754,STOCKHOLM KALEA,STOCKHOLM KALEA,CALLE
4694,"ESTRASBURGO ,PASEO DE",Estrasburgo,Q6602,ESTRASBURGO IBILBIDEA,ESTRASBURGO IBILBIDEA,PASEO
4892,ETURA,Etura,Q3059405,ETURA KALEA,ETURA KALEA,CALLE
1512,ETXEZARRA,Etxezarra,Q95616953,ETXEZARRA KALEA,ETXEZARRA KALEA,CALLE
4793,EUGENIO LAZARO,Eugenio Lázaro Valle,Q109327027,EUGENIO LAZARO KALEA,EUGENIO LAZARO KALEA,CALLE
1515,EULOGIO SERDAN,Eulogio Serdán,Q8846238,EULOGIO SERDAN KALEA,EULOGIO SERDAN KALEA,CALLE
1520,"EULOGIO SERDAN, PASAJE",Eulogio Serdán,Q8846238,EULOGIO SERDAN PASABIDEA,EULOGIO SERDAN PASABIDEA,PASAJE
4696,"EUROPA ,PASEO DE",Europa,Q46,EUROPA IBILBIDEA,EUROPA IBILBIDEA,PASEO
4550,"EUSKAL HERRIA, BULEVAR",Euskal Herria,Q47588,EUSKAL HERRIA BULEBARRA,EUSKAL HERRIA BULEBARRA,CALLE
4976,"EUSKALDUNBERRI, PLAZA",euskaldun berri,Q61070664,EUSKALDUNBERRI PLAZA,EUSKALDUNBERRI PLAZA,PLAZA
4588,"EUSKALTZAINDIA, PLAZA",Real Academia de la Lengua Vasca,Q202042,EUSKALTZAINDIA PLAZA,EUSKALTZAINDIA PLAZA,PLAZA
1530,EXTREMADURA,Extremadura,Q5777,EXTREMADURA KALEA,EXTREMADURA KALEA,CALLE
1535,FAUSTO IÑIGUEZ DE BETOLAZA,Fausto Íñiguez de Betolaza Sáez de Asteasu,Q19868542,FAUSTO IÑIGUEZ DE BETOLATZA KALEA,FAUSTO IÑIGUEZ DE BETOLATZA KALEA,CALLE
1540,FEDERICO BARAIBAR,Federico Baráibar,Q1276479,FEDERICO BARAIBAR KALEA,FEDERICO BARAIBAR KALEA,CALLE
1542,FEDERICO GARCIA LORCA,Federico García Lorca,Q41408,FEDERICO GARCIA LORCA KALEA,FEDERICO GARCIA LORCA KALEA,CALLE
1550,FELICIA OLAVE,Felicia Olave Salaverri,Q47463147,FELICIA OLABE KALEA,FELICIA OLABE KALEA,CALLE
4668,FELIX ALFARO FOURNIER,Félix Alfaro Fournier,Q12258045,FELIX ALFARO FOURNIER KALEA,FELIX ALFARO FOURNIER KALEA,CALLE
4891,FELIX GONZALEZ PETITE,FELIX GONZALEZ PETITE,,FELIX GONZALEZ PETITE KALEA,FELIX GONZALEZ PETITE KALEA,CALLE
3420,FELIX MARIA SAMANIEGO,Félix María de Samaniego,Q379642,FELIX MARIA SAMANIEGO KALEA,FELIX MARIA SAMANIEGO KALEA,CALLE
4527,FERDINAND ZEPPELIN,Ferdinand von Zeppelin,Q75780,FERDINAND ZEPPELIN KALEA,FERDINAND ZEPPELIN KALEA,CALLE
1560,FERMIN LASUEN,Fermín Lasuén,Q5444431,FERMIN LASUEN KALEA,FERMIN LASUEN KALEA,CALLE
1570,FERNAN GONZALEZ,Fernán González,Q443034,FERNAN GONZALEZ KALEA,FERNAN GONZALEZ KALEA,CALLE
1580,FERROCARRIL,ferrocarril,Q22667,TRENBIDE KALEA,TRENBIDE KALEA,CALLE
4770,FERROCARRIL DEL NORTE,Compañía de los Caminos de Hierro del Norte de España,Q2990395,NORTEKO TRENBIDEAREN KALEA,NORTEKO TRENBIDEAREN KALEA,CALLE
1590,FLANDES,Flandes,Q234,FLANDRIA KALEA,FLANDRIA KALEA,CALLE
6320,FORONDA,Foronda,Q620770,FORONDA,FORONDA,ENTIDAD
710,FRANCIA,Francia,Q142,FRANTZIA KALEA,FRANTZIA KALEA,CALLE
1603,FRANCISCO JAVIER DE LANDABURU,Francisco Javier de Landaburu,Q4890142,F. XABIER LANDABURU KALEA,F. XABIER LANDABURU KALEA,CALLE
2030,"FRANCISCO JUAN DE AYALA, PLAZA",Francisco Juan Ayala Ortiz de Urbina,Q84519299,FRANCISCO JUAN AIALA PLAZA,FRANCISCO JUAN AIALA PLAZA,PLAZA
1604,FRANCISCO LEANDRO DE VIANA,FRANCISCO LEANDRO DE VIANA,,FRANCISCO LEANDRO VIANA KALEA,FRANCISCO LEANDRO VIANA KALEA,CALLE
1606,FRANCISCO LONGA,Francisco de Longa,Q3755388,FRANCISCO LONGA KALEA,FRANCISCO LONGA KALEA,CALLE
4576,FRANCISCO TOMAS Y VALIENTE,Francisco Tomás y Valiente,Q3753555,FRANCISCO TOMAS Y VALIENTE KALEA,FRANCISCO TOMAS Y VALIENTE KALEA,CALLE
